id,category,subcategory,input,expected_eac,focus,register,confidence,status,notes,tags
EAC-GC-0476,internet,frfr,"Frfr, this is good.",frfr(this = good),internet/discourse expression,internet_casual,high,golden,for real for real,curated|internet
EAC-GC-0477,internet,btw,"BTW, Ken called.",btw(Ken.called()),internet/discourse expression,internet_casual,high,golden,by the way,curated|internet
EAC-GC-0478,internet,rn,"RN, I'm busy.",rn(I = busy),internet/discourse expression,internet_casual,high,golden,right now,curated|internet
EAC-GC-0479,internet,afaik,"AFAIK, Ken is home.",afaik(Ken = home),internet/discourse expression,internet_casual,high,golden,as far as I know,curated|internet
EAC-GC-0480,internet,fyi,"FYI, the meeting is tomorrow.",fyi(meeting = tomorrow),internet/discourse expression,internet_casual,high,golden,for your information,curated|internet
EAC-GC-0481,internet,nvm,"Nvm, I found it.",nvm(I.found(it)),internet/discourse expression,internet_casual,high,golden,never mind,curated|internet
EAC-GC-0482,slang,semantic,That movie was sick.,movie = sick,surface-preserving slang,slang,medium,golden,sick: excellent/impressive in slang context,curated|slang
EAC-GC-0483,slang,semantic,The party was lit.,party = lit,surface-preserving slang,slang,medium,golden,lit: exciting/great,curated|slang
EAC-GC-0484,slang,semantic,We're cooked.,we = cooked,surface-preserving slang,slang,medium,golden,cooked: in trouble/finished,curated|slang
EAC-GC-0485,slang,semantic,He's salty.,he = salty,surface-preserving slang,slang,medium,golden,salty: resentful/annoyed,curated|slang
EAC-GC-0486,slang,semantic,That's cringe.,that = cringe,surface-preserving slang,slang,medium,golden,cringe: embarrassing/awkward,curated|slang
EAC-GC-0487,slang,semantic,That's cap.,that = cap,surface-preserving slang,slang,medium,golden,cap: lie/falsehood,curated|slang
EAC-GC-0488,slang,semantic,"No cap, this is amazing.",no_cap(this = amazing),surface-preserving slang,slang,medium,golden,no_cap: seriously/not lying,curated|slang
EAC-GC-0489,slang,semantic,She's the GOAT.,she = GOAT,surface-preserving slang,slang,medium,golden,goat: greatest of all time,curated|slang
EAC-GC-0490,slang,semantic,That take is based.,take = based,surface-preserving slang,slang,medium,golden,based: context-sensitive approval/independence,curated|slang
EAC-GC-0491,slang,semantic,This fit is clean.,fit = clean,surface-preserving slang,slang,medium,golden,clean: stylish/good-looking in context,curated|slang
EAC-GC-0492,slang,semantic,He got ratioed.,he.got_ratioed(),surface-preserving slang,slang,medium,golden,ratioed: social-media engagement slang,curated|slang
EAC-GC-0493,slang,semantic,That joke sent me.,joke.sent(me),surface-preserving slang,slang,medium,golden,sent_me: made me laugh/react strongly,curated|slang
EAC-GC-0494,slang,semantic,Bro is locked in.,bro = locked_in,surface-preserving slang,slang,medium,golden,locked_in: highly focused/committed,curated|slang
EAC-GC-0495,slang,semantic,I'm dead.,I = dead,surface-preserving slang,slang,medium,golden,dead: figurative strong amusement/shock; context dependent,curated|slang
EAC-GC-0496,slang,semantic,She ate.,she.ate(),surface-preserving slang,slang,medium,golden,ate: slang sense may mean performed extremely well,curated|slang
EAC-GC-0497,slang,semantic,He has rizz.,he.has(rizz),surface-preserving slang,slang,medium,golden,"rizz: charisma, especially romantic",curated|slang
EAC-GC-0498,slang,semantic,That's mid.,that = mid,surface-preserving slang,slang,medium,golden,mid: mediocre,curated|slang
EAC-GC-0499,slang,semantic,Big W.,W(adjective=big),surface-preserving slang,slang,medium,golden,W: win/success; noun-like internet slang,curated|slang
EAC-GC-0500,slang,phrase,Let's hang out.,let(us.hang_out()),multiword/contextual slang,slang,medium,golden,spend time socially,curated|slang|phrase
EAC-GC-0501,slang,phrase,My bad.,my_bad(),multiword/contextual slang,slang,medium,golden,apology/acknowledgement,curated|slang|phrase
EAC-GC-0502,slang,phrase,I'm down.,I = down,multiword/contextual slang,slang,medium,golden,"willing/interested, context dependent",curated|slang|phrase
EAC-GC-0503,slang,phrase,Let him cook.,let(him.cook()),multiword/contextual slang,slang,medium,golden,literal/slang ambiguity; slang: let him continue,curated|slang|phrase
EAC-GC-0504,slang,phrase,Touch grass.,touch_grass(),multiword/contextual slang,slang,medium,golden,internet idiom,curated|slang|phrase
EAC-GC-0505,slang,phrase,Shoot your shot.,shoot_your_shot(),multiword/contextual slang,slang,medium,golden,"take a chance, often romantic",curated|slang|phrase
EAC-GC-0506,slang,phrase,It's giving summer.,it = giving(summer),multiword/contextual slang,slang,medium,golden,evokes/resembles a vibe,curated|slang|phrase
EAC-GC-0507,slang,phrase,Say less.,say_less(),multiword/contextual slang,slang,medium,golden,understood / no need to explain further,curated|slang|phrase
EAC-GC-0508,slang,phrase,Bet.,bet(),multiword/contextual slang,slang,medium,golden,agreement/confirmation in slang use,curated|slang|phrase
EAC-GC-0509,slang,phrase,"Lowkey, I like it.",lowkey(I.like(it)),multiword/contextual slang,slang,medium,golden,quietly/somewhat/without emphasis,curated|slang|phrase
EAC-GC-0510,slang,phrase,"Highkey, I love it.",highkey(I.love(it)),multiword/contextual slang,slang,medium,golden,openly/strongly,curated|slang|phrase
EAC-GC-0511,slang,phrase,He ghosted me.,he.ghosted(me),multiword/contextual slang,slang,medium,golden,stopped responding/communicating,curated|slang|phrase
EAC-GC-0512,slang,phrase,She flexed her new car.,she.flexed(her.new.car),multiword/contextual slang,slang,medium,golden,showed off,curated|slang|phrase
EAC-GC-0513,regional,regional_form,Y'all coming?,y'all.coming()?,regional English,informal,medium,golden,US informal,curated|regional
EAC-GC-0514,regional,regional_form,"Cheers, mate.",cheers(mate),regional English,informal,medium,golden,UK/AU informal context-dependent,curated|regional
EAC-GC-0515,regional,regional_form,I reckon it'll rain.,I.reckon(will(it.rain())),regional English,informal,medium,golden,UK/AU usage also standard in some regions,curated|regional
EAC-GC-0516,regional,regional_form,That's bloody brilliant.,that = brilliant(adverb=bloody),regional English,informal,medium,golden,UK intensifier,curated|regional
EAC-GC-0517,unknown,emerging_or_unknown,That movie was zorp.,movie = zorp,preserve syntax without invented semantics,internet_casual,low,review,unknown complement,curated|unknown
EAC-GC-0518,unknown,emerging_or_unknown,She florped the file.,she.florped(file),preserve syntax without invented semantics,internet_casual,low,review,unknown probable transitive verb,curated|unknown
EAC-GC-0519,unknown,emerging_or_unknown,This app is blorpy.,app = blorpy,preserve syntax without invented semantics,internet_casual,low,review,unknown predicate adjective-like item,curated|unknown
EAC-GC-0520,unknown,emerging_or_unknown,"Bro, that's skibidi.",bro(that = skibidi),preserve syntax without invented semantics,internet_casual,low,review,emerging/context-sensitive; do not invent fixed meaning,curated|unknown
EAC-GC-0521,unknown,emerging_or_unknown,That edit is aura.,edit = aura,preserve syntax without invented semantics,internet_casual,low,review,emerging slang; context resolution required,curated|unknown
EAC-GC-0522,ambiguity,review_probe,Visiting relatives can be annoying.,STRUCTURAL: visiting(relatives) OR relatives(adjective=visiting),must expose multiple plausible parses,standard,medium,review,gerund/participle ambiguity,curated|ambiguity
EAC-GC-0523,ambiguity,review_probe,Old men and women sat down.,COORDINATION_AMBIGUOUS,must expose multiple plausible parses,standard,medium,review,old modifies men only vs men and women,curated|ambiguity
EAC-GC-0524,ambiguity,review_probe,I know the man with the dog.,PP_ATTACHMENT_AMBIGUOUS,must expose multiple plausible parses,standard,medium,review,with dog attaches to man vs know event,curated|ambiguity
EAC-GC-0525,ambiguity,review_probe,Flying planes can be dangerous.,STRUCTURAL_AMBIGUOUS,must expose multiple plausible parses,standard,medium,review,flying as gerund vs participle,curated|ambiguity
EAC-GC-0526,advanced,passive,The window was broken by Ken.,Ken.broke(window),advanced grammar probe,standard,high,golden,Preserve passive voice metadata internally.,curated|advanced
EAC-GC-0527,advanced,passive,The cake was eaten by the children.,children.ate(cake),advanced grammar probe,standard,high,golden,Preserve passive voice metadata internally.,curated|advanced
EAC-GC-0528,advanced,relative_clause,The man who lives in Tokyo is my brother.,man(who.lives(in=Tokyo)) = my.brother,advanced grammar probe,standard,high,golden,,curated|advanced
EAC-GC-0529,advanced,relative_clause,The book that I bought was expensive.,book(that=I.bought(?)) = expensive,advanced grammar probe,standard,high,golden,Relative gap mapping needs AST.,curated|advanced
EAC-GC-0530,advanced,comparative,Ken is taller than Tom.,Ken = taller(than=Tom),advanced grammar probe,standard,high,golden,,curated|advanced
EAC-GC-0531,advanced,superlative,This is the best restaurant.,this = restaurant(adjective=best),advanced grammar probe,standard,high,golden,,curated|advanced
EAC-GC-0532,advanced,perfect,I have finished my homework.,have(I.finished(my.homework)),advanced grammar probe,standard,high,golden,Experimental display; internal metadata required.,curated|advanced
EAC-GC-0533,advanced,progressive,I am studying English.,I.studying(English),advanced grammar probe,standard,high,golden,Experimental display.,curated|advanced
EAC-GC-0534,advanced,perfect_progressive,I have been studying English.,have(been(I.studying(English))),advanced grammar probe,standard,high,golden,Experimental display.,curated|advanced
EAC-GC-0535,advanced,conditional,"If I had known, I would have helped.",if (I.had_known()) { would(have(I.helped())) },advanced grammar probe,standard,high,golden,Experimental advanced scope.,curated|advanced
EAC-GC-0536,question,be_yes_no,Are you happy?,you = happy?,be-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0537,question,be_yes_no,Is she tired?,she = tired?,be-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0538,question,be_yes_no,Was Ken busy?,Ken = busy?,be-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0539,question,be_yes_no,Were they ready?,they = ready?,be-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0540,question,be_yes_no,Is Ken happy?,Ken = happy?,be-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0541,question,be_yes_no,Are they students?,they = students?,be-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0542,question,modal_yes_no,Can you swim?,can(you.swim())?,modal-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0543,question,modal_yes_no,Will she come?,will(she.come())?,modal-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0544,question,modal_yes_no,Could he study?,could(he.study())?,modal-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0545,question,modal_yes_no,Should we wait?,should(we.wait())?,modal-fronted yes/no question,standard,high,golden,,curated|question
EAC-GC-0546,basic,object_coordination,I like you and her mother.,"I.like(you, her.mother)",'and' between two objects of one verb,standard,high,golden,,curated|basic
EAC-GC-0547,basic,object_coordination,I love coffee and tea.,"I.love(coffee, tea)",'and' between two objects of one verb,standard,high,golden,,curated|basic
EAC-GC-0548,basic,object_coordination,She likes music and tennis.,"she.likes(music, tennis)",'and' between two objects of one verb,standard,high,golden,,curated|basic
EAC-GC-0549,basic,object_coordination,I like dogs and cats.,"I.like(dogs, cats)",'and' between two objects of one verb,standard,high,golden,,curated|basic
EAC-GC-0550,question,yes_no_coordination,Do you like coffee and tea?,"you.like(coffee, tea)?",object coordination inside a do-support question,standard,high,golden,,curated|question
EAC-GC-0551,complement,infinitive_extraposition,It is nice to meet you.,it = nice(meet(you)),extraposed infinitival complement of a copula adjective,standard,high,golden,,curated|complement
EAC-GC-0552,complement,infinitive_extraposition,It is good to see you.,it = good(see(you)),extraposed infinitival complement of a copula adjective,standard,high,golden,,curated|complement
EAC-GC-0553,clause,and_vp_shared_subject,He watches TV and plays tennis.,he.watches(TV) and he.plays(tennis),"VP coordination with shared subject, -s inflected verbs",standard,high,golden,,curated|clause
EAC-GC-0554,question,complex_wh_np,What kind of area do you like the most?,"you.like(?, adverb=most)",complex 'what kind of NOUN' wh-phrase + superlative adverbial 'the most',standard,high,golden,,curated|question
EAC-GC-0555,question,complex_wh_np,Which kind of music do you like the most?,"you.like(?, adverb=most)",complex 'which kind of NOUN' wh-phrase + superlative adverbial 'the most',standard,high,golden,,curated|question
EAC-GC-0556,modifier,comma_adjectives,"I bought a big, red car.","I.bought(car(adjective=[big, red]))",comma-separated adjectives,standard,high,golden,,curated|modifier
EAC-GC-0557,basic,imperative,Call me.,call(me),"general imperative, no subject",standard,high,golden,,curated|basic
EAC-GC-0558,basic,imperative,Open the door.,open(door),"general imperative, no subject",standard,high,golden,,curated|basic
EAC-GC-0559,negation,imperative_negative,Don't touch grass.,!touch_grass(),"negated imperative, no subject",standard,high,golden,,curated|negation
EAC-GC-0560,negation,imperative_negative,Don't go.,!go(),"negated imperative, no subject",standard,high,golden,,curated|negation
EAC-GC-0561,basic,existential_there,There is a book on the table.,"there(book, on=table)",existential 'there is/are',standard,high,golden,,curated|basic
EAC-GC-0562,basic,existential_there,There are many books on the table.,"there(books(adjective=many), on=table)",existential 'there is/are' with quantifier,standard,high,golden,,curated|basic
EAC-GC-0563,negation,be_not,She is not happy.,!(she = happy),uncontracted be-negation (copula),standard,high,golden,,curated|negation
EAC-GC-0564,negation,be_not,They were not ready.,!(they = ready),uncontracted be-negation (copula),standard,high,golden,,curated|negation
EAC-GC-0565,negation,be_not_progressive,I am not studying.,!(I = studying),be-negation with a bare progressive complement,standard,high,golden,,curated|negation
EAC-GC-0566,negation,perfect_negative,I haven't finished my homework.,!have(I.finished(my.homework)),contracted perfect negation,standard,high,golden,,curated|negation
EAC-GC-0567,negation,perfect_negative,She has not called.,!has(she.called()),uncontracted perfect negation,standard,high,golden,,curated|negation
EAC-GC-0568,negation,perfect_negative,They have not arrived.,!have(they.arrived()),uncontracted perfect negation,standard,high,golden,,curated|negation
EAC-GC-0569,negation,modal_not,He can not swim.,!can(he.swim()),uncontracted modal negation,standard,high,golden,,curated|negation
EAC-GC-0570,negation,modal_not,You should not worry.,!should(you.worry()),uncontracted modal negation,standard,high,golden,,curated|negation
EAC-GC-0571,negation,modal_not,I will not go.,!will(I.go()),uncontracted modal negation,standard,high,golden,,curated|negation
EAC-GC-0572,negation,do_not_uncontracted,I did not go.,!I.go(),uncontracted do-support negation (past),standard,high,golden,,curated|negation
EAC-GC-0573,negation,do_not_uncontracted,He does not like it.,!he.like(it),uncontracted do-support negation,standard,high,golden,,curated|negation
EAC-GC-0574,question,be_negative_yes_no,Isn't she happy?,!(she = happy)?,negated be-fronted question,standard,high,golden,,curated|question
EAC-GC-0575,question,be_negative_yes_no,Aren't you tired?,!(you = tired)?,negated be-fronted question,standard,high,golden,,curated|question
EAC-GC-0576,question,do_negative_yes_no,Don't you like coffee?,!you.like(coffee)?,negated do-fronted question,standard,high,golden,,curated|question
EAC-GC-0577,question,do_negative_yes_no,Doesn't he study?,!he.study()?,negated do-fronted question,standard,high,golden,,curated|question
EAC-GC-0578,question,modal_negative_yes_no,Can't you swim?,!can(you.swim())?,negated modal-fronted question,standard,high,golden,,curated|question
EAC-GC-0579,question,wh_progressive,What are you doing?,you.doing(?),be-fronted progressive wh-question,standard,high,golden,,curated|question
EAC-GC-0580,question,perfect_yes_no,Have you finished?,have(you.finished())?,have-fronted perfect question,standard,high,golden,,curated|question
EAC-GC-0581,question,perfect_yes_no,Has she called?,has(she.called())?,have-fronted perfect question,standard,high,golden,,curated|question
EAC-GC-0582,advanced,relative_clause_object,I met the man who lives in Tokyo.,I.met(man(who.lives(in=Tokyo))),relative clause modifying an object NP,standard,high,golden,,curated|advanced
EAC-GC-0583,advanced,relative_clause_object,I like the book that Ken bought.,I.like(book(that=Ken.bought(?))),relative clause modifying an object NP,standard,high,golden,,curated|advanced
EAC-GC-0584,basic,ditransitive,Give me a book.,"give(me, book)",double-object (ditransitive) imperative,standard,high,golden,,curated|basic
EAC-GC-0585,basic,ditransitive,Tell me a story.,"tell(me, story)",double-object (ditransitive) imperative,standard,high,golden,,curated|basic
EAC-GC-0586,basic,ditransitive,I sent him a message.,"I.sent(him, message)",double-object (ditransitive),standard,high,golden,,curated|basic
EAC-GC-0587,basic,object_coordination,I like coffee or tea.,"I.like(coffee, tea)",'or' between two objects of one verb,standard,high,golden,,curated|basic
EAC-GC-0588,basic,imperative_softener,Please help me.,help(me),'please' dropped as a pure politeness softener,standard,high,golden,,curated|basic
EAC-GC-0589,modifier,frequency_adverb,Ken never studies.,Ken.studies(adverb=never),"frequency adverb, pre-verb position",standard,high,golden,,curated|modifier
EAC-GC-0590,modifier,frequency_adverb,I usually run.,I.run(adverb=usually),"frequency adverb, pre-verb position",standard,high,golden,,curated|modifier
